url,title,documentType,contentId,locale,publishing_app,first_published_at,public_updated_at,withdrawn_at,withdrawn_explanation,page_views,taxons,primary_organisation,all_organisations,government,is_political,people,occurrences
https://www.gov.uk/sign-in-childcare-account,Sign in to your childcare account,answer,7ae28e91-b918-4b9a-898c-fcdee95a83d0,en,publisher,2017-07-26T14:05:24.379Z,2024-11-12T09:31:53.394Z,,,203165,"Parenting, childcare and children's services ,GOV.UK homepage",Government Digital Service,"Department for Education,HM Revenue & Customs",,,,
https://www.gov.uk/tax-free-childcare,Tax-Free Childcare,guide,6e2a4012-2448-47fd-b7ec-a47396e4b114,en,publisher,2018-09-25T10:57:37.102Z,2024-11-08T18:10:18.810Z,,,78714,"GOV.UK homepage,Financial help if you have children,Financial support for childcare,Parenting, childcare and children's services ",Government Digital Service,HM Revenue & Customs,,,,
https://www.gov.uk/child-benefit/how-to-claim,Child Benefit: Make a claim,guide,aed2cee3-7ca8-4f00-ab17-9193fff516ae,en,publisher,2012-01-26T13:08:28.000Z,2024-11-22T11:57:33.937Z,,,31006,"Welfare,Child benefit,Parenting, childcare and children's services ,Child Benefit,GOV.UK homepage,Financial help if you have children",Government Digital Service,HM Revenue & Customs,,,,
https://www.gov.uk/help-with-childcare-costs,Help paying for childcare,guide,1a3d4b71-78dc-41b3-97c9-965405892d2e,en,publisher,2012-01-26T13:15:33.000Z,2015-03-24T16:22:50.000Z,,,16997,"Financial help if you have children,Having a child, parenting and adoption,Life circumstances,Parenting, childcare and children's services ,Welfare,Financial support for childcare,Benefits for families,GOV.UK homepage",Government Digital Service,"Department for Education,Department for Education and Skills,HM Revenue & Customs",,,,
https://www.gov.uk/free-childcare-if-working/apply-for-free-childcare-if-youre-working,Free Childcare for Working Parents: Apply for free childcare,guide,400ab081-84bd-4fbb-8c47-e599d0863232,en,publisher,2025-03-31T23:01:01.079Z,2025-03-31T23:01:00.907Z,,,14683,"GOV.UK homepage,Childcare and early years,Parenting, childcare and children's services ",Government Digital Service,"Department for Education,HM Revenue & Customs",,,,
https://www.gov.uk/child-benefit-tax-charge,High Income Child Benefit Charge,guide,65d2d5b2-22c4-4cfc-9399-9f7bcd145561,en,publisher,2013-08-19T17:46:36.000Z,2024-12-31T16:40:48.824Z,,,9709,"Money,Self Assessment,Welfare,Financial help if you have children,Personal tax,GOV.UK homepage,Child Benefit,Child benefit,High Income Tax Charge,Parenting, childcare and children's services ",Government Digital Service,HM Revenue & Customs,,,,
https://www.gov.uk/maternity-pay-leave/pay,Maternity pay and leave: Pay,guide,24d6d3fc-ab41-456d-adc7-a265674b45cc,en,publisher,2013-03-12T12:22:49.000Z,2015-04-05T23:01:49.000Z,,,8966,"Pregnancy and birth,Financial help if you have children,Benefits for families,Working, jobs and pensions,Welfare,Financial help when having a baby,Holidays, time off, sick leave, maternity and paternity leave,Working and time off when you're having a baby,Parenting, childcare and children's services ,GOV.UK homepage,Adoption, fostering and surrogacy,Work",Government Digital Service,Department for Work and Pensions,,,,
https://www.gov.uk/disability-living-allowance-children,Disability Living Allowance (DLA) for children,guide,ee6607f1-d0ba-412b-b91c-7717286290ae,en,publisher,2013-06-10T08:17:40.000Z,2015-01-12T14:53:39.000Z,,,8893,"Benefits and financial help,Parenting, childcare and children's services ,Welfare,Health and social care,Financial help if you have children,Carers and disability benefits,GOV.UK homepage,Disabled people,Financial help if you have a disabled child",Government Digital Service,Department for Work and Pensions,,,,
https://www.gov.uk/sure-start-maternity-grant,Sure Start Maternity Grant,guide,5b4fb7fa-c986-496e-be54-e6d64ea218b8,en,publisher,2012-01-18T08:54:15.000Z,2015-01-12T15:06:41.000Z,,,8063,"Financial help when having a baby,Help and support if you have children,GOV.UK homepage,Having a child, parenting and adoption,Benefits for families,Marriage, civil partnership and divorce,Welfare,Life circumstances,Financial help if you have children,Parenting, childcare and children's services ",Government Digital Service,Department for Work and Pensions,,,,
https://www.gov.uk/report-changes-child-benefit,Report changes that affect your Child Benefit,guide,10e436e5-26e0-4462-913f-9a497f7e793e,en,publisher,2012-10-03T12:52:33.000Z,2014-12-04T10:35:37.000Z,,,5942,"Parenting, childcare and children's services ,Child Benefit,Financial help if you have children,Welfare,Child benefit,GOV.UK homepage",Government Digital Service,HM Revenue & Customs,,,,
https://www.gov.uk/child-benefit-16-19,Child Benefit when your child turns 16,answer,d1f5ed43-f482-4927-95f4-22ccbcfbc89f,en,publisher,2012-02-15T14:09:14.000Z,2024-11-22T11:52:31.271Z,,,5346,"Welfare,Child Benefit,Financial help if you have children,Child benefit,GOV.UK homepage,Parenting, childcare and children's services ",Government Digital Service,HM Revenue & Customs,,,,
https://www.gov.uk/register-birth,Register a birth,guide,28389deb-8fd3-44dc-95a9-e7d1935ac363,en,publisher,2012-01-11T12:44:51.000Z,2015-06-15T11:11:05.000Z,,,5135,"GOV.UK homepage,Life circumstances,Pregnancy and birth,Certificates, register offices, changes of name or gender,Having a child, parenting and adoption,Parenting, childcare and children's services ,Register the birth of a child",Government Digital Service,HM Passport Office,,,,
https://www.gov.uk/looking-after-children-divorce/apply-for-court-order,Making child arrangements if you divorce or separate: Apply for a court order,guide,6b18888e-1bd2-4aa5-beac-08adb57f67d8,en,publisher,2011-11-28T12:13:33.000Z,2024-11-26T15:37:16.780Z,,,4806,"Life circumstances,Parenting, childcare and children's services ,GOV.UK homepage,Marriage, civil partnership and divorce,Divorce, separation and legal issues,Child maintenance",Government Digital Service,"Cafcass,HM Courts & Tribunals Service,Ministry of Justice",,,,
https://www.gov.uk/disabled-facilities-grants,Disabled Facilities Grants,guide,145d29c4-cb5c-4b1c-8664-094912f8a34e,en,publisher,2011-12-07T09:02:24.000Z,2016-06-16T13:58:16.582Z,,,4555,"Health and social care,Financial help if you have children,Welfare,GOV.UK homepage,Disability equipment and transport,Carers and disability benefits,Disabled people,Financial help if you have a disabled child,Parenting, childcare and children's services ",Government Digital Service,"Ministry of Housing, Communities and Local Government",,,,
https://www.gov.uk/child-benefit-proof,Prove you qualify for Child Benefit,answer,5f8f95b8-66ef-45a6-94c2-29172ec19ab3,en,publisher,2011-11-22T10:39:21.000Z,2018-12-03T15:18:33.200Z,,,4228,"Welfare,Financial help if you have children,GOV.UK homepage,Child benefit,Parenting, childcare and children's services ,Child Benefit",Government Digital Service,HM Revenue & Customs,,,,
https://www.gov.uk/how-child-maintenance-is-worked-out,How the Child Maintenance Service works out child maintenance,guide,fcc24c49-45e5-4e17-bb2a-efc9a0fbc34f,en,publisher,2012-08-16T16:08:44.000Z,2016-02-11T15:15:25.000Z,,,4136,"Marriage, civil partnership and divorce,Life circumstances,Having a child, parenting and adoption,Divorce, separation and legal issues,Parenting, childcare and children's services ,GOV.UK homepage,Child maintenance",Government Digital Service,"Child Maintenance and Enforcement Commission,Department for Work and Pensions",,,,
https://www.gov.uk/child-benefit-payment-dates,Child Benefit payment dates,guide,db4795d9-0f5b-49b7-8a7b-64e626d1caf1,en,publisher,2013-08-19T17:51:34.000Z,2024-12-02T14:17:24.584Z,,,4019,"Financial help if you have children,GOV.UK homepage,Welfare,Child Benefit,Parenting, childcare and children's services ,Child benefit",Government Digital Service,HM Revenue & Customs,,,,
